ans	pred	prob
-1.0	-1.0	[ 0.85749156  0.14250844]
-1.0	-1.0	[ 0.94370485  0.05629515]
-1.0	-1.0	[ 0.50366016  0.49633984]
-1.0	1.0	[ 0.4558207  0.5441793]
-1.0	1.0	[ 0.35496288  0.64503712]
-1.0	-1.0	[ 0.57436829  0.42563171]
1.0	1.0	[ 0.43516156  0.56483844]
1.0	1.0	[ 0.15982499  0.84017501]
1.0	-1.0	[ 0.57542906  0.42457094]
1.0	1.0	[ 0.16025687  0.83974313]
-1.0	-1.0	[ 0.83464699  0.16535301]
1.0	1.0	[ 0.19256707  0.80743293]
-1.0	1.0	[ 0.34120228  0.65879772]
-1.0	-1.0	[ 0.72505625  0.27494375]
-1.0	-1.0	[ 0.7355519  0.2644481]
-1.0	-1.0	[ 0.91921988  0.08078012]
-1.0	-1.0	[ 0.94045333  0.05954667]
-1.0	-1.0	[ 0.92125596  0.07874404]
1.0	1.0	[ 0.30035821  0.69964179]
-1.0	-1.0	[ 0.87467538  0.12532462]
-1.0	-1.0	[ 0.83350707  0.16649293]
1.0	1.0	[ 0.04184308  0.95815692]
1.0	1.0	[ 0.01577013  0.98422987]
-1.0	1.0	[ 0.42480256  0.57519744]
-1.0	-1.0	[ 0.70080742  0.29919258]
-1.0	1.0	[ 0.23214846  0.76785154]
1.0	-1.0	[ 0.50225013  0.49774987]
1.0	1.0	[ 0.31926089  0.68073911]
1.0	1.0	[ 0.41126144  0.58873856]
-1.0	1.0	[ 0.39118869  0.60881131]
1.0	1.0	[ 0.32702023  0.67297977]
1.0	1.0	[ 0.07485042  0.92514958]
1.0	1.0	[ 0.27873663  0.72126337]
-1.0	-1.0	[ 0.79869621  0.20130379]
-1.0	1.0	[ 0.49765924  0.50234076]
1.0	1.0	[ 0.28872914  0.71127086]
-1.0	-1.0	[ 0.89752996  0.10247004]
-1.0	1.0	[ 0.43023556  0.56976444]
1.0	1.0	[ 0.43217222  0.56782778]
-1.0	-1.0	[ 0.90693893  0.09306107]
-1.0	-1.0	[ 0.70112581  0.29887419]
-1.0	-1.0	[ 0.82753672  0.17246328]
1.0	1.0	[ 0.16357009  0.83642991]
-1.0	-1.0	[ 0.74259077  0.25740923]
-1.0	-1.0	[ 0.6522518  0.3477482]
-1.0	-1.0	[ 0.94112032  0.05887968]
-1.0	-1.0	[ 0.72788267  0.27211733]
-1.0	-1.0	[ 0.82176656  0.17823344]
1.0	1.0	[ 0.3746121  0.6253879]
1.0	1.0	[ 0.15862233  0.84137767]
1.0	1.0	[ 0.01382951  0.98617049]
1.0	1.0	[ 0.11300564  0.88699436]
-1.0	1.0	[ 0.41345264  0.58654736]
-1.0	-1.0	[ 0.56096426  0.43903574]
-1.0	-1.0	[ 0.73339849  0.26660151]
1.0	1.0	[ 0.24478619  0.75521381]
1.0	1.0	[ 0.24251308  0.75748692]
1.0	1.0	[ 0.16217625  0.83782375]
-1.0	-1.0	[ 0.57436829  0.42563171]
-1.0	-1.0	[ 0.54784605  0.45215395]
-1.0	-1.0	[ 0.80676956  0.19323044]
-1.0	-1.0	[ 0.89432138  0.10567862]
-1.0	1.0	[ 0.45958234  0.54041766]
1.0	-1.0	[ 0.69388895  0.30611105]
-1.0	1.0	[ 0.44175948  0.55824052]
-1.0	-1.0	[ 0.78590724  0.21409276]
1.0	1.0	[ 0.46018315  0.53981685]
1.0	1.0	[ 0.21900973  0.78099027]
-1.0	-1.0	[ 0.80273155  0.19726845]
-1.0	-1.0	[ 0.77416625  0.22583375]
1.0	-1.0	[ 0.61473  0.38527]
1.0	1.0	[ 0.37706751  0.62293249]
1.0	1.0	[ 0.17688518  0.82311482]
1.0	1.0	[ 0.32455351  0.67544649]
1.0	1.0	[ 0.46463031  0.53536969]
1.0	1.0	[ 0.25365858  0.74634142]
1.0	-1.0	[ 0.53778211  0.46221789]
1.0	1.0	[ 0.2642164  0.7357836]
1.0	1.0	[ 0.12302076  0.87697924]
-1.0	1.0	[ 0.3616293  0.6383707]
-1.0	-1.0	[ 0.59914958  0.40085042]
-1.0	-1.0	[ 0.90354328  0.09645672]
-1.0	1.0	[ 0.4663136  0.5336864]
-1.0	-1.0	[ 0.96998854  0.03001146]
-1.0	-1.0	[ 0.82172675  0.17827325]
-1.0	-1.0	[ 0.69254334  0.30745666]
-1.0	-1.0	[ 0.79281892  0.20718108]
1.0	1.0	[ 0.12386793  0.87613207]
-1.0	-1.0	[ 0.64753832  0.35246168]
-1.0	-1.0	[ 0.91639013  0.08360987]
-1.0	1.0	[ 0.33502737  0.66497263]
-1.0	-1.0	[ 0.86941724  0.13058276]
1.0	1.0	[ 0.02394085  0.97605915]
-1.0	-1.0	[ 0.56719447  0.43280553]
-1.0	-1.0	[ 0.65733358  0.34266642]
-1.0	-1.0	[ 0.95770534  0.04229466]
-1.0	-1.0	[ 0.91341599  0.08658401]
-1.0	-1.0	[ 0.70072115  0.29927885]
1.0	1.0	[ 0.06195162  0.93804838]
-1.0	-1.0	[ 0.58416755  0.41583245]
-1.0	-1.0	[ 0.97519693  0.02480307]
-1.0	1.0	[ 0.29441625  0.70558375]
1.0	1.0	[ 0.28723402  0.71276598]
1.0	1.0	[ 0.24078886  0.75921114]
-1.0	-1.0	[ 0.65711022  0.34288978]
-1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	-1.0	[ 0.68189144  0.31810856]
-1.0	-1.0	[ 0.86645617  0.13354383]
-1.0	1.0	[ 0.42308963  0.57691037]
-1.0	-1.0	[ 0.9331289  0.0668711]
1.0	1.0	[ 0.10547002  0.89452998]
1.0	1.0	[ 0.12224974  0.87775026]
1.0	1.0	[ 0.02609879  0.97390121]
1.0	-1.0	[ 0.55693623  0.44306377]
-1.0	-1.0	[ 0.81628994  0.18371006]
-1.0	-1.0	[ 0.71873255  0.28126745]
1.0	1.0	[ 0.17298302  0.82701698]
1.0	1.0	[ 0.46400826  0.53599174]
-1.0	1.0	[ 0.14177714  0.85822286]
1.0	1.0	[ 0.19141986  0.80858014]
-1.0	-1.0	[ 0.89461418  0.10538582]
1.0	1.0	[ 0.011644  0.988356]
1.0	1.0	[ 0.06069054  0.93930946]
-1.0	-1.0	[ 0.85153973  0.14846027]
-1.0	-1.0	[ 0.69603651  0.30396349]
1.0	1.0	[ 0.35372732  0.64627268]
-1.0	-1.0	[ 0.73696834  0.26303166]
-1.0	1.0	[ 0.41137402  0.58862598]
-1.0	-1.0	[ 0.85707921  0.14292079]
1.0	1.0	[ 0.18152548  0.81847452]
1.0	1.0	[ 0.30685632  0.69314368]
1.0	1.0	[ 0.16708501  0.83291499]
1.0	1.0	[ 0.17312244  0.82687756]
-1.0	-1.0	[ 0.9490392  0.0509608]
1.0	1.0	[ 0.29598241  0.70401759]
-1.0	-1.0	[ 0.7274898  0.2725102]
1.0	1.0	[ 0.41554673  0.58445327]
-1.0	-1.0	[ 0.9050836  0.0949164]
-1.0	-1.0	[ 0.95781147  0.04218853]
-1.0	-1.0	[ 0.94720436  0.05279564]
-1.0	1.0	[ 0.38105155  0.61894845]
-1.0	-1.0	[ 0.78840992  0.21159008]
1.0	1.0	[ 0.45399706  0.54600294]
1.0	-1.0	[ 0.54829723  0.45170277]
1.0	1.0	[ 0.39821931  0.60178069]
-1.0	1.0	[ 0.27193087  0.72806913]
-1.0	-1.0	[ 0.99033141  0.00966859]
-1.0	-1.0	[ 0.7210662  0.2789338]
1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	-1.0	[ 0.72532313  0.27467687]
1.0	1.0	[ 0.36283337  0.63716663]
-1.0	1.0	[ 0.47923183  0.52076817]
-1.0	-1.0	[ 0.76492991  0.23507009]
1.0	1.0	[ 0.03170243  0.96829757]
1.0	1.0	[ 0.10061322  0.89938678]
1.0	1.0	[ 0.06568372  0.93431628]
1.0	1.0	[ 0.0877236  0.9122764]
1.0	1.0	[ 0.34462084  0.65537916]
1.0	-1.0	[ 0.61586798  0.38413202]
1.0	1.0	[ 0.08873815  0.91126185]
-1.0	-1.0	[ 0.98317409  0.01682591]
-1.0	-1.0	[ 0.96595635  0.03404365]
-1.0	-1.0	[ 0.6295331  0.3704669]
1.0	1.0	[ 0.06030294  0.93969706]
1.0	1.0	[ 0.17732283  0.82267717]
1.0	1.0	[ 0.39085438  0.60914562]
-1.0	1.0	[ 0.39239183  0.60760817]
1.0	1.0	[ 0.30423109  0.69576891]
1.0	1.0	[ 0.36581561  0.63418439]
-1.0	-1.0	[ 0.74810183  0.25189817]
1.0	1.0	[ 0.48128133  0.51871867]
-1.0	1.0	[ 0.33058711  0.66941289]
-1.0	-1.0	[ 0.82320082  0.17679918]
1.0	-1.0	[ 0.51611122  0.48388878]
-1.0	-1.0	[ 0.92691175  0.07308825]
-1.0	-1.0	[ 0.62471941  0.37528059]
1.0	1.0	[ 0.15066122  0.84933878]
-1.0	-1.0	[ 0.95860009  0.04139991]
-1.0	-1.0	[ 0.88969591  0.11030409]
1.0	-1.0	[ 0.84177061  0.15822939]
-1.0	-1.0	[ 0.66763603  0.33236397]
-1.0	1.0	[ 0.49201005  0.50798995]
-1.0	-1.0	[ 0.94909821  0.05090179]
1.0	1.0	[ 0.24632501  0.75367499]
-1.0	-1.0	[ 0.91191688  0.08808312]
-1.0	-1.0	[ 0.68038551  0.31961449]
-1.0	-1.0	[ 0.71731281  0.28268719]
-1.0	1.0	[ 0.39268451  0.60731549]
1.0	1.0	[ 0.35319516  0.64680484]
-1.0	-1.0	[ 0.91433767  0.08566233]
-1.0	-1.0	[ 0.81831291  0.18168709]
1.0	1.0	[ 0.28922789  0.71077211]
-1.0	-1.0	[ 0.67191906  0.32808094]
-1.0	-1.0	[ 0.77664752  0.22335248]
-1.0	-1.0	[ 0.81786836  0.18213164]
-1.0	-1.0	[ 0.85559191  0.14440809]
-1.0	1.0	[ 0.49908072  0.50091928]
-1.0	-1.0	[ 0.62105396  0.37894604]
-1.0	1.0	[ 0.06493605  0.93506395]
-1.0	-1.0	[ 0.58659333  0.41340667]
1.0	-1.0	[ 0.67075951  0.32924049]
-1.0	-1.0	[ 0.81441748  0.18558252]
-1.0	-1.0	[ 0.93837519  0.06162481]
1.0	1.0	[ 0.29895712  0.70104288]
-1.0	-1.0	[ 0.81930098  0.18069902]
1.0	1.0	[ 0.04631468  0.95368532]
1.0	1.0	[ 0.13024782  0.86975218]
-1.0	-1.0	[ 0.70923149  0.29076851]
-1.0	-1.0	[ 0.96137621  0.03862379]
1.0	1.0	[ 0.25163642  0.74836358]
-1.0	-1.0	[ 0.78927402  0.21072598]
1.0	1.0	[ 0.11787464  0.88212536]
-1.0	-1.0	[ 0.87282796  0.12717204]
-1.0	-1.0	[ 0.95333124  0.04666876]
-1.0	-1.0	[ 0.90415588  0.09584412]
-1.0	-1.0	[ 0.97492565  0.02507435]
-1.0	-1.0	[ 0.78008861  0.21991139]
1.0	-1.0	[ 0.64476255  0.35523745]
-1.0	-1.0	[ 0.85979002  0.14020998]
-1.0	1.0	[ 0.44457045  0.55542955]
-1.0	-1.0	[ 0.93825825  0.06174175]
-1.0	-1.0	[ 0.83677305  0.16322695]
1.0	1.0	[ 0.11020052  0.88979948]
1.0	1.0	[ 0.30907031  0.69092969]
-1.0	-1.0	[ 0.77051287  0.22948713]
1.0	-1.0	[ 0.68243758  0.31756242]
-1.0	-1.0	[ 0.94276944  0.05723056]
-1.0	-1.0	[ 0.93290757  0.06709243]
1.0	1.0	[ 0.38149926  0.61850074]
1.0	1.0	[ 0.20233588  0.79766412]
1.0	1.0	[ 0.2836987  0.7163013]
-1.0	-1.0	[ 0.50254119  0.49745881]
-1.0	-1.0	[ 0.55069808  0.44930192]
1.0	1.0	[ 0.05707676  0.94292324]
-1.0	-1.0	[ 0.64327773  0.35672227]
1.0	-1.0	[ 0.57573996  0.42426004]
-1.0	-1.0	[ 0.61024835  0.38975165]
1.0	1.0	[ 0.10014653  0.89985347]
-1.0	-1.0	[ 0.88208241  0.11791759]
-1.0	-1.0	[ 0.9539151  0.0460849]
-1.0	1.0	[ 0.31977598  0.68022402]
1.0	1.0	[ 0.20188817  0.79811183]
1.0	1.0	[ 0.2783324  0.7216676]
-1.0	-1.0	[ 0.62838657  0.37161343]
1.0	-1.0	[ 0.52904646  0.47095354]
-1.0	-1.0	[ 0.62775464  0.37224536]
1.0	1.0	[ 0.23884892  0.76115108]
-1.0	-1.0	[ 0.8211852  0.1788148]
-1.0	-1.0	[ 0.71050495  0.28949505]
-1.0	-1.0	[ 0.95020258  0.04979742]
1.0	1.0	[ 0.00160538  0.99839462]
1.0	1.0	[ 0.17650865  0.82349135]
-1.0	-1.0	[ 0.75839282  0.24160718]
1.0	1.0	[ 0.10625399  0.89374601]
-1.0	-1.0	[ 0.91829958  0.08170042]
1.0	-1.0	[ 0.92300718  0.07699282]
1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	1.0	[ 0.32694171  0.67305829]
1.0	1.0	[ 0.12257473  0.87742527]
-1.0	-1.0	[ 0.87632636  0.12367364]
1.0	1.0	[ 0.06272711  0.93727289]
1.0	1.0	[ 0.16195201  0.83804799]
1.0	-1.0	[ 0.71056261  0.28943739]
-1.0	-1.0	[ 0.89968855  0.10031145]
-1.0	1.0	[ 0.49138788  0.50861212]
1.0	-1.0	[ 0.76980364  0.23019636]
1.0	1.0	[ 0.23633202  0.76366798]
1.0	1.0	[ 0.47902032  0.52097968]
1.0	1.0	[ 0.35008787  0.64991213]
-1.0	-1.0	[ 0.95500722  0.04499278]
-1.0	-1.0	[ 0.86418969  0.13581031]
-1.0	-1.0	[ 0.71605095  0.28394905]
1.0	1.0	[ 0.48657634  0.51342366]
-1.0	1.0	[ 0.47153396  0.52846604]
1.0	1.0	[ 0.48303497  0.51696503]
1.0	1.0	[ 0.00841952  0.99158048]
-1.0	-1.0	[ 0.80294638  0.19705362]
-1.0	1.0	[ 0.28857012  0.71142988]
1.0	1.0	[ 0.21571367  0.78428633]
-1.0	-1.0	[ 0.56143246  0.43856754]
-1.0	1.0	[ 0.36136585  0.63863415]
-1.0	-1.0	[ 0.5511701  0.4488299]
1.0	1.0	[ 0.11757183  0.88242817]
-1.0	-1.0	[ 0.73267198  0.26732802]
1.0	1.0	[ 0.49307709  0.50692291]
-1.0	-1.0	[ 0.8923733  0.1076267]
1.0	1.0	[ 0.13912253  0.86087747]
-1.0	-1.0	[ 0.95968036  0.04031964]
1.0	1.0	[ 0.25401844  0.74598156]
1.0	-1.0	[ 0.75920569  0.24079431]
1.0	1.0	[ 0.28411878  0.71588122]
-1.0	-1.0	[ 0.98496752  0.01503248]
1.0	1.0	[ 0.16348772  0.83651228]
-1.0	-1.0	[ 0.97015557  0.02984443]
-1.0	-1.0	[ 0.76714676  0.23285324]
1.0	-1.0	[ 0.66592711  0.33407289]
1.0	-1.0	[ 0.75367768  0.24632232]
-1.0	-1.0	[ 0.83933822  0.16066178]
-1.0	1.0	[ 0.23802087  0.76197913]
1.0	1.0	[ 0.17337866  0.82662134]
-1.0	-1.0	[ 0.62838657  0.37161343]
-1.0	-1.0	[ 0.95963879  0.04036121]
1.0	1.0	[ 0.05779794  0.94220206]
1.0	1.0	[ 0.0113617  0.9886383]
-1.0	-1.0	[ 0.62954823  0.37045177]
-1.0	-1.0	[ 0.73073975  0.26926025]
1.0	1.0	[ 0.41132968  0.58867032]
-1.0	-1.0	[ 0.99729873  0.00270127]
-1.0	-1.0	[ 0.85098436  0.14901564]
1.0	1.0	[ 0.2435197  0.7564803]
1.0	1.0	[ 0.11022633  0.88977367]
1.0	1.0	[ 0.07041712  0.92958288]
-1.0	-1.0	[ 0.83769574  0.16230426]
1.0	1.0	[ 0.46000178  0.53999822]
1.0	1.0	[ 0.14829839  0.85170161]
-1.0	-1.0	[ 0.82899799  0.17100201]
1.0	1.0	[ 0.09254259  0.90745741]
1.0	1.0	[ 0.17625779  0.82374221]
-1.0	1.0	[ 0.36730549  0.63269451]
-1.0	-1.0	[ 0.68782439  0.31217561]
1.0	1.0	[ 0.05685412  0.94314588]
-1.0	-1.0	[ 0.92169245  0.07830755]
1.0	1.0	[ 0.43206971  0.56793029]
-1.0	-1.0	[ 0.61517091  0.38482909]
-1.0	-1.0	[ 0.7752662  0.2247338]
-1.0	-1.0	[ 0.81072061  0.18927939]
1.0	1.0	[ 0.07873081  0.92126919]
-1.0	-1.0	[ 0.54668104  0.45331896]
1.0	1.0	[ 0.48915891  0.51084109]
-1.0	-1.0	[ 0.78830916  0.21169084]
-1.0	-1.0	[ 0.57806643  0.42193357]
1.0	1.0	[ 0.29992528  0.70007472]
1.0	1.0	[ 0.05246416  0.94753584]
1.0	-1.0	[ 0.63121019  0.36878981]
-1.0	-1.0	[ 0.64445882  0.35554118]
1.0	1.0	[ 0.27680115  0.72319885]
1.0	1.0	[ 0.1943309  0.8056691]
1.0	1.0	[ 0.46356276  0.53643724]
1.0	1.0	[ 0.34801666  0.65198334]
1.0	1.0	[ 0.31090467  0.68909533]
-1.0	-1.0	[ 0.77306247  0.22693753]
-1.0	-1.0	[ 0.93926754  0.06073246]
-1.0	1.0	[ 0.28314333  0.71685667]
-1.0	-1.0	[ 0.69511725  0.30488275]
1.0	1.0	[ 0.01550681  0.98449319]
1.0	1.0	[ 0.34352743  0.65647257]
-1.0	-1.0	[ 0.76642528  0.23357472]
1.0	1.0	[ 0.3923553  0.6076447]
-1.0	-1.0	[ 0.76309512  0.23690488]
1.0	-1.0	[ 0.51734565  0.48265435]
1.0	1.0	[ 0.01196253  0.98803747]
1.0	1.0	[ 0.08449835  0.91550165]
1.0	1.0	[ 0.31517636  0.68482364]
1.0	1.0	[ 0.01102521  0.98897479]
-1.0	1.0	[ 0.28932548  0.71067452]
1.0	1.0	[ 0.31417216  0.68582784]
-1.0	-1.0	[ 0.75926334  0.24073666]
1.0	1.0	[ 0.45650903  0.54349097]
1.0	1.0	[ 0.09116766  0.90883234]
1.0	1.0	[ 0.35302699  0.64697301]
-1.0	-1.0	[ 0.7856017  0.2143983]
1.0	-1.0	[ 0.75345468  0.24654532]
1.0	1.0	[ 0.03555523  0.96444477]
1.0	-1.0	[ 0.8266664  0.1733336]
-1.0	-1.0	[ 0.96645349  0.03354651]
-1.0	1.0	[ 0.18797953  0.81202047]
1.0	1.0	[ 0.00853692  0.99146308]
1.0	1.0	[ 0.08830433  0.91169567]
1.0	1.0	[ 0.42584627  0.57415373]
1.0	1.0	[ 0.005118  0.994882]
1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	1.0	[ 0.45546064  0.54453936]
1.0	-1.0	[ 0.53306931  0.46693069]
-1.0	-1.0	[ 0.63207558  0.36792442]
-1.0	-1.0	[ 0.72027908  0.27972092]
1.0	1.0	[ 0.2619421  0.7380579]
1.0	-1.0	[ 0.53401102  0.46598898]
1.0	1.0	[ 0.09770857  0.90229143]
-1.0	-1.0	[ 0.61257362  0.38742638]
-1.0	-1.0	[ 0.84285305  0.15714695]
1.0	1.0	[ 0.14948948  0.85051052]
1.0	1.0	[ 0.10146311  0.89853689]
1.0	1.0	[ 0.43661166  0.56338834]
1.0	1.0	[ 0.06271998  0.93728002]
-1.0	-1.0	[ 0.79951289  0.20048711]
-1.0	-1.0	[ 0.88959327  0.11040673]
1.0	1.0	[ 0.33979692  0.66020308]
-1.0	1.0	[ 0.18026655  0.81973345]
-1.0	-1.0	[ 0.65234551  0.34765449]
1.0	1.0	[ 0.04096761  0.95903239]
1.0	1.0	[ 0.23548681  0.76451319]
-1.0	-1.0	[ 0.69547907  0.30452093]
1.0	1.0	[ 0.33789374  0.66210626]
1.0	1.0	[ 0.47364319  0.52635681]
-1.0	-1.0	[ 0.98197702  0.01802298]
-1.0	-1.0	[ 0.62549056  0.37450944]
-1.0	-1.0	[ 0.59546409  0.40453591]
1.0	1.0	[ 0.31159156  0.68840844]
1.0	1.0	[ 0.23223758  0.76776242]
1.0	1.0	[ 0.01645653  0.98354347]
-1.0	1.0	[ 0.47806357  0.52193643]
1.0	1.0	[ 0.21135811  0.78864189]
1.0	1.0	[ 0.30278441  0.69721559]
-1.0	1.0	[ 0.34954408  0.65045592]
1.0	1.0	[ 0.02498129  0.97501871]
-1.0	-1.0	[ 0.77901099  0.22098901]
1.0	1.0	[ 0.23210019  0.76789981]
1.0	1.0	[ 0.04858633  0.95141367]
-1.0	-1.0	[ 0.53778211  0.46221789]
1.0	1.0	[ 0.05084287  0.94915713]
-1.0	-1.0	[ 0.68321985  0.31678015]
-1.0	1.0	[ 0.44206693  0.55793307]
-1.0	1.0	[ 0.33848948  0.66151052]
1.0	1.0	[ 0.12278318  0.87721682]
-1.0	-1.0	[ 0.78761238  0.21238762]
1.0	1.0	[ 0.27058649  0.72941351]
-1.0	-1.0	[ 0.63945185  0.36054815]
-1.0	-1.0	[ 0.86245848  0.13754152]
1.0	1.0	[ 0.32924324  0.67075676]
-1.0	1.0	[ 0.39860194  0.60139806]
1.0	1.0	[ 0.14496651  0.85503349]
1.0	1.0	[ 0.46408378  0.53591622]
1.0	-1.0	[ 0.59295678  0.40704322]
-1.0	-1.0	[  9.99006566e-01   9.93434039e-04]
1.0	-1.0	[ 0.53778211  0.46221789]
1.0	1.0	[ 0.16318756  0.83681244]
-1.0	-1.0	[ 0.58943621  0.41056379]
-1.0	-1.0	[ 0.79197387  0.20802613]
-1.0	-1.0	[ 0.75910024  0.24089976]
-1.0	-1.0	[ 0.92384083  0.07615917]
-1.0	-1.0	[ 0.54679387  0.45320613]
1.0	1.0	[ 0.08294482  0.91705518]
-1.0	-1.0	[  9.99310669e-01   6.89330584e-04]
-1.0	-1.0	[ 0.8362279  0.1637721]
1.0	1.0	[ 0.19594588  0.80405412]
1.0	1.0	[ 0.23856211  0.76143789]
-1.0	-1.0	[ 0.98516223  0.01483777]
1.0	-1.0	[ 0.52638745  0.47361255]
-1.0	-1.0	[ 0.83437837  0.16562163]
1.0	-1.0	[ 0.82580429  0.17419571]
-1.0	-1.0	[ 0.59310755  0.40689245]
-1.0	-1.0	[ 0.68576772  0.31423228]
-1.0	-1.0	[ 0.65813713  0.34186287]
-1.0	-1.0	[ 0.95275155  0.04724845]
-1.0	-1.0	[ 0.79823497  0.20176503]
1.0	1.0	[ 0.1019376  0.8980624]
1.0	1.0	[ 0.46073923  0.53926077]
1.0	1.0	[ 0.28733613  0.71266387]
1.0	1.0	[ 0.20966483  0.79033517]
1.0	1.0	[ 0.05427685  0.94572315]
-1.0	-1.0	[ 0.64035744  0.35964256]
-1.0	1.0	[ 0.26054171  0.73945829]
-1.0	-1.0	[ 0.69832492  0.30167508]
-1.0	1.0	[ 0.48959295  0.51040705]
-1.0	1.0	[ 0.44914337  0.55085663]
1.0	-1.0	[ 0.53169715  0.46830285]
1.0	1.0	[ 0.08216282  0.91783718]
-1.0	1.0	[ 0.49915285  0.50084715]
-1.0	-1.0	[ 0.72250168  0.27749832]
1.0	1.0	[ 0.11581941  0.88418059]
-1.0	-1.0	[ 0.83861323  0.16138677]
-1.0	1.0	[ 0.47547155  0.52452845]
1.0	1.0	[ 0.06522034  0.93477966]
1.0	-1.0	[ 0.81804559  0.18195441]
1.0	1.0	[ 0.11046272  0.88953728]
1.0	1.0	[ 0.05173936  0.94826064]
-1.0	-1.0	[ 0.90533128  0.09466872]
-1.0	1.0	[ 0.47465776  0.52534224]
-1.0	-1.0	[ 0.57477113  0.42522887]
-1.0	-1.0	[ 0.65768876  0.34231124]
-1.0	-1.0	[ 0.93432347  0.06567653]
1.0	1.0	[ 0.12223421  0.87776579]
1.0	-1.0	[ 0.56022175  0.43977825]
1.0	1.0	[ 0.06444577  0.93555423]
1.0	1.0	[ 0.11940352  0.88059648]
-1.0	1.0	[ 0.31162525  0.68837475]
1.0	1.0	[ 0.07686124  0.92313876]
1.0	-1.0	[ 0.61517091  0.38482909]
-1.0	-1.0	[ 0.84948007  0.15051993]
1.0	1.0	[ 0.20386734  0.79613266]
1.0	1.0	[ 0.35289737  0.64710263]
1.0	1.0	[ 0.37355854  0.62644146]
-1.0	-1.0	[ 0.93025563  0.06974437]
1.0	1.0	[ 0.02998886  0.97001114]
1.0	1.0	[ 0.41679127  0.58320873]
-1.0	-1.0	[ 0.73752453  0.26247547]
1.0	1.0	[ 0.1443043  0.8556957]
-1.0	-1.0	[ 0.8532971  0.1467029]
-1.0	-1.0	[ 0.7826179  0.2173821]
1.0	-1.0	[ 0.64132279  0.35867721]
-1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	1.0	[ 0.43794371  0.56205629]
1.0	1.0	[ 0.09240596  0.90759404]
-1.0	-1.0	[ 0.98395551  0.01604449]
-1.0	-1.0	[ 0.6899216  0.3100784]
1.0	1.0	[ 0.21157752  0.78842248]
-1.0	-1.0	[ 0.93190021  0.06809979]
1.0	1.0	[ 0.17418027  0.82581973]
-1.0	-1.0	[ 0.84574997  0.15425003]
-1.0	-1.0	[ 0.82036683  0.17963317]
1.0	1.0	[ 0.34431418  0.65568582]
1.0	-1.0	[ 0.81743558  0.18256442]
-1.0	-1.0	[ 0.69092346  0.30907654]
-1.0	1.0	[ 0.17574621  0.82425379]
-1.0	-1.0	[ 0.82671955  0.17328045]
-1.0	-1.0	[ 0.56523238  0.43476762]
1.0	1.0	[ 0.2345286  0.7654714]
1.0	1.0	[ 0.16483538  0.83516462]
-1.0	1.0	[ 0.47536682  0.52463318]
1.0	1.0	[ 0.27921489  0.72078511]
-1.0	-1.0	[ 0.98996274  0.01003726]
1.0	-1.0	[ 0.55300891  0.44699109]
1.0	1.0	[ 0.37146068  0.62853932]
1.0	1.0	[ 0.08734595  0.91265405]
1.0	1.0	[ 0.15906908  0.84093092]
-1.0	-1.0	[ 0.5039766  0.4960234]
-1.0	-1.0	[ 0.79157127  0.20842873]
-1.0	-1.0	[ 0.90043778  0.09956222]
1.0	1.0	[ 0.18444355  0.81555645]
1.0	1.0	[ 0.32835859  0.67164141]
-1.0	-1.0	[ 0.55320139  0.44679861]
1.0	-1.0	[ 0.91602353  0.08397647]
1.0	1.0	[ 0.35157132  0.64842868]
-1.0	-1.0	[ 0.79284116  0.20715884]
-1.0	-1.0	[ 0.99614357  0.00385643]
1.0	1.0	[ 0.31279001  0.68720999]
1.0	1.0	[ 0.10299813  0.89700187]
-1.0	-1.0	[ 0.63754513  0.36245487]
1.0	1.0	[ 0.13724816  0.86275184]
-1.0	-1.0	[ 0.82762583  0.17237417]
1.0	1.0	[ 0.2215326  0.7784674]
1.0	1.0	[ 0.05347468  0.94652532]
-1.0	1.0	[ 0.29799139  0.70200861]
1.0	1.0	[ 0.20418367  0.79581633]
-1.0	1.0	[ 0.35297288  0.64702712]
1.0	1.0	[ 0.0498046  0.9501954]
-1.0	-1.0	[ 0.70434791  0.29565209]
1.0	1.0	[ 0.05890348  0.94109652]
-1.0	1.0	[ 0.46220339  0.53779661]
-1.0	-1.0	[ 0.84604249  0.15395751]
-1.0	1.0	[ 0.28564654  0.71435346]
1.0	-1.0	[ 0.66092137  0.33907863]
1.0	-1.0	[ 0.68219184  0.31780816]
1.0	1.0	[ 0.06702678  0.93297322]
1.0	1.0	[ 0.48704017  0.51295983]
1.0	-1.0	[ 0.69568367  0.30431633]
-1.0	-1.0	[ 0.71646333  0.28353667]
-1.0	-1.0	[ 0.76139192  0.23860808]
1.0	1.0	[ 0.30612792  0.69387208]
1.0	-1.0	[ 0.54101902  0.45898098]
1.0	1.0	[ 0.06278957  0.93721043]
-1.0	-1.0	[ 0.774022  0.225978]
1.0	1.0	[ 0.06118386  0.93881614]
-1.0	-1.0	[ 0.64090067  0.35909933]
-1.0	-1.0	[ 0.85972675  0.14027325]
1.0	-1.0	[ 0.65321568  0.34678432]
-1.0	-1.0	[ 0.8586938  0.1413062]
-1.0	-1.0	[ 0.99020089  0.00979911]
